user_id,monthly_income,current_balance,curr_dining,last_dining,dining_change_pct,curr_shopping,last_shopping,shopping_delta_amt,total_spend,expense_ratio,savings_ratio,goal_target,months_to_goal,goal_shortfall,predicted_balance_15d,agent_ground_truth_advice
653,30545,256239,4568,3752,21.8,4394,3517,877,48259,1.58,0.0,100000,-1.0,100000,232110,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
654,155712,157871,9454,6282,50.5,1677,1584,93,27917,0.18,0.82,500000,3.7,342129,143912,Dining increased by 50%. Goal reach in 3.7 months. Excellent budget discipline!
655,141746,221112,11542,15427,-25.2,20183,23454,-3271,55035,0.39,0.61,500000,5.3,278888,193594,Great! Shopping reduced by ₹3271. Goal reach in 5.3 months. Excellent budget discipline!
656,196151,162141,3612,4307,-16.1,15845,19886,-4041,48223,0.25,0.75,1000000,6.5,837859,138030,Great! Shopping reduced by ₹4041. Goal reach in 6.5 months. Excellent budget discipline!
657,183438,471917,3236,3670,-11.8,21621,28891,-7270,35880,0.2,0.8,50000,0.1,0,453977,Great! Shopping reduced by ₹7270. Goal reach in 0.1 months. Excellent budget discipline!
658,181975,459602,5450,4426,23.1,22393,14122,8271,48158,0.26,0.74,50000,0.1,0,435523,Goal reach in 0.1 months. Excellent budget discipline!
659,148926,56499,11298,10051,12.4,4827,6439,-1612,30780,0.21,0.79,500000,4.1,443501,41109,Goal reach in 4.1 months. Excellent budget discipline!
660,192658,52657,14377,12977,10.8,2398,2149,249,53020,0.28,0.72,1000000,7.1,947343,26147,Goal reach in 7.1 months. Excellent budget discipline!
661,140145,163172,9952,12709,-21.7,20472,26183,-5711,57389,0.41,0.59,1000000,11.7,836828,134478,Great! Shopping reduced by ₹5711. Goal reach in 11.7 months. Excellent budget discipline!
662,156031,245420,7859,7338,7.1,23329,23181,148,75661,0.48,0.52,500000,5.6,254580,207590,Goal reach in 5.6 months. Excellent budget discipline!
663,61827,126719,11030,10362,6.4,21094,29227,-8133,71792,1.16,0.0,50000,-1.0,50000,90823,Great! Shopping reduced by ₹8133. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
664,39746,53933,9049,9048,0.0,12968,10940,2028,36851,0.93,0.07,1000000,341.7,946067,35508,Goal reach in 341.7 months. High risk: Expense ratio at 70%+. Reduce wants.
665,92763,269898,13187,10249,28.7,1993,1870,123,42265,0.46,0.54,500000,8.8,230102,248766,Goal reach in 8.8 months. Excellent budget discipline!
666,106284,174654,14120,9506,48.5,18323,12240,6083,61504,0.58,0.42,50000,0.3,0,143902,Dining increased by 49%. Goal reach in 0.3 months. Excellent budget discipline!
667,166560,463723,6569,4740,38.6,8507,6172,2335,45308,0.27,0.73,500000,3.4,36277,441069,Dining increased by 39%. Goal reach in 3.4 months. Excellent budget discipline!
668,131782,134330,4327,5375,-19.5,23607,28039,-4432,68384,0.52,0.48,1000000,15.3,865670,100138,Great! Shopping reduced by ₹4432. Goal reach in 15.3 months. Excellent budget discipline!
669,46132,161335,13043,10835,20.4,5236,4058,1178,47160,1.02,0.0,50000,-1.0,50000,137755,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
670,104776,466444,12085,7659,57.8,23888,28220,-4332,64679,0.62,0.38,500000,10.1,33556,434104,Dining increased by 58%. Great! Shopping reduced by ₹4332. Goal reach in 10.1 months. Excellent budget discipline!
671,41199,374236,3953,2743,44.1,3673,5030,-1357,29187,0.71,0.29,100000,2.1,0,359642,Dining increased by 44%. Goal reach in 2.1 months. High risk: Expense ratio at 70%+. Reduce wants.
672,121296,26431,7890,7800,1.2,9693,6932,2761,47137,0.39,0.61,50000,0.6,0,2862,Goal reach in 0.6 months. Excellent budget discipline!
673,68007,493893,12491,17107,-27.0,13042,15102,-2060,43963,0.65,0.35,50000,0.1,0,471912,Great! Shopping reduced by ₹2060. Goal reach in 0.1 months. Excellent budget discipline!
674,103790,149129,7307,10051,-27.3,21855,29524,-7669,65731,0.63,0.37,500000,12.4,350871,116264,Great! Shopping reduced by ₹7669. Goal reach in 12.4 months. Excellent budget discipline!
675,111288,196476,3256,2230,46.0,4362,5478,-1116,31538,0.28,0.72,1000000,12.0,803524,180707,Dining increased by 46%. Goal reach in 12.0 months. Excellent budget discipline!
676,194190,375836,6240,8681,-28.1,1015,1291,-276,45819,0.24,0.76,1000000,6.2,624164,352926,Goal reach in 6.2 months. Excellent budget discipline!
677,84582,23757,3892,2474,57.3,4161,3193,968,23990,0.28,0.72,500000,8.2,476243,11762,Dining increased by 57%. Goal reach in 8.2 months. Excellent budget discipline!
678,116536,486475,4287,3068,39.7,19059,20504,-1445,33731,0.29,0.71,50000,0.1,0,469610,Dining increased by 40%. Goal reach in 0.1 months. Excellent budget discipline!
679,84697,163598,6021,4945,21.8,13932,10314,3618,40734,0.48,0.52,50000,0.4,0,143231,Goal reach in 0.4 months. Excellent budget discipline!
680,35533,208245,4146,5548,-25.3,20100,15472,4628,64800,1.82,0.0,50000,-1.0,50000,175845,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
681,179565,124891,6787,6953,-2.4,11209,7085,4124,52873,0.29,0.71,500000,3.7,375109,98454,Goal reach in 3.7 months. Excellent budget discipline!
682,192215,386502,7318,5507,32.9,9318,9435,-117,34723,0.18,0.82,50000,0.1,0,369140,Dining increased by 33%. Goal reach in 0.1 months. Excellent budget discipline!
683,170338,298667,6844,6780,0.9,8556,6088,2468,26479,0.16,0.84,500000,3.1,201333,285428,Goal reach in 3.1 months. Excellent budget discipline!
684,70379,15284,3080,1930,59.6,12198,8329,3869,40973,0.58,0.42,100000,3.3,84716,-5202,Dining increased by 60%. Goal reach in 3.3 months. Excellent budget discipline!
685,152932,390505,11765,7082,66.1,3839,5163,-1324,50659,0.33,0.67,100000,0.2,0,365176,Dining increased by 66%. Goal reach in 0.2 months. Excellent budget discipline!
686,118688,184019,13601,11781,15.5,9930,12480,-2550,37378,0.31,0.69,500000,5.7,315981,165330,Great! Shopping reduced by ₹2550. Goal reach in 5.7 months. Excellent budget discipline!
687,116851,498760,6469,8315,-22.2,5239,5173,66,36346,0.31,0.69,50000,0.1,0,480587,Goal reach in 0.1 months. Excellent budget discipline!
688,158308,274042,6983,6068,15.1,11872,7364,4508,46870,0.3,0.7,500000,4.0,225958,250607,Goal reach in 4.0 months. Excellent budget discipline!
689,38374,275161,8904,7852,13.4,20881,29062,-8181,44904,1.17,0.0,100000,-1.0,100000,252709,Great! Shopping reduced by ₹8181. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
690,93718,169884,13719,10710,28.1,18966,19981,-1015,57024,0.61,0.39,1000000,26.3,830116,141372,Goal reach in 26.3 months. Excellent budget discipline!
691,46229,349651,6294,8600,-26.8,11678,16297,-4619,54653,1.18,0.0,100000,-1.0,100000,322324,Great! Shopping reduced by ₹4619. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
692,133890,116386,3805,3889,-2.2,18854,15691,3163,30649,0.23,0.77,500000,4.6,383614,101062,Goal reach in 4.6 months. Excellent budget discipline!
693,149271,394228,7865,9092,-13.5,8292,11516,-3224,28134,0.19,0.81,1000000,7.6,605772,380161,Great! Shopping reduced by ₹3224. Goal reach in 7.6 months. Excellent budget discipline!
694,63371,124968,10974,11022,-0.4,2910,2900,10,42679,0.67,0.33,100000,3.6,0,103628,Goal reach in 3.6 months. Excellent budget discipline!
695,64387,276312,8893,12419,-28.4,22411,20809,1602,60738,0.94,0.06,500000,121.9,223688,245943,Goal reach in 121.9 months. High risk: Expense ratio at 70%+. Reduce wants.
696,66259,93111,13614,17014,-20.0,15906,10605,5301,72162,1.09,0.0,500000,-1.0,500000,57030,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
697,157432,415770,5076,6316,-19.6,22391,26606,-4215,68367,0.43,0.57,50000,0.1,0,381586,Great! Shopping reduced by ₹4215. Goal reach in 0.1 months. Excellent budget discipline!
698,96676,180573,10371,14457,-28.3,16628,12604,4024,50666,0.52,0.48,50000,0.3,0,155240,Goal reach in 0.3 months. Excellent budget discipline!
699,40593,337223,6301,8517,-26.0,23719,21701,2018,49035,1.21,0.0,50000,-1.0,50000,312706,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
700,175234,260852,9262,9428,-1.8,2719,2357,362,47505,0.27,0.73,50000,0.1,0,237100,Goal reach in 0.1 months. Excellent budget discipline!
701,100926,268813,8689,9693,-10.4,23326,20265,3061,65089,0.64,0.36,1000000,26.4,731187,236268,Goal reach in 26.4 months. Excellent budget discipline!
702,66134,451795,7540,7598,-0.8,11662,14493,-2831,32730,0.49,0.51,50000,0.1,0,435430,Great! Shopping reduced by ₹2831. Goal reach in 0.1 months. Excellent budget discipline!
703,49782,488841,9387,9365,0.2,14491,9885,4606,64293,1.29,0.0,50000,-1.0,50000,456694,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
704,172255,228283,3952,2730,44.8,4796,4227,569,32338,0.19,0.81,500000,3.2,271717,212114,Dining increased by 45%. Goal reach in 3.2 months. Excellent budget discipline!
705,125524,363731,2899,2432,19.2,11253,14692,-3439,41344,0.33,0.67,1000000,11.0,636269,343059,Great! Shopping reduced by ₹3439. Goal reach in 11.0 months. Excellent budget discipline!
706,167032,284825,3385,2075,63.1,17371,17169,202,43968,0.26,0.74,1000000,7.7,715175,262841,Dining increased by 63%. Goal reach in 7.7 months. Excellent budget discipline!
707,183124,24439,8053,8568,-6.0,13972,18797,-4825,39592,0.22,0.78,100000,0.7,0,4643,Great! Shopping reduced by ₹4825. Goal reach in 0.7 months. Excellent budget discipline!
708,70502,372068,2670,2224,20.0,15877,21586,-5709,29883,0.42,0.58,100000,0.6,0,357126,Great! Shopping reduced by ₹5709. Goal reach in 0.6 months. Excellent budget discipline!
709,70040,341199,9040,5682,59.1,3820,2467,1353,26254,0.37,0.63,1000000,21.3,658801,328072,Dining increased by 59%. Goal reach in 21.3 months. Excellent budget discipline!
710,184975,149547,7472,5556,34.5,19679,18487,1192,62499,0.34,0.66,100000,0.6,0,118298,Dining increased by 34%. Goal reach in 0.6 months. Excellent budget discipline!
711,101688,111121,3973,4659,-14.7,3130,3933,-803,21952,0.22,0.78,500000,6.0,388879,100145,Goal reach in 6.0 months. Excellent budget discipline!
712,196286,352882,9765,13157,-25.8,24446,33106,-8660,63420,0.32,0.68,100000,0.2,0,321172,Great! Shopping reduced by ₹8660. Goal reach in 0.2 months. Excellent budget discipline!
713,82952,278303,10004,11436,-12.5,8181,10577,-2396,44385,0.54,0.46,50000,0.1,0,256110,Great! Shopping reduced by ₹2396. Goal reach in 0.1 months. Excellent budget discipline!
714,66477,200363,10105,13646,-25.9,20322,20938,-616,58785,0.88,0.12,500000,59.8,299637,170970,Goal reach in 59.8 months. High risk: Expense ratio at 70%+. Reduce wants.
715,80088,384155,14621,13333,9.7,14480,11544,2936,49513,0.62,0.38,1000000,30.2,615845,359398,Goal reach in 30.2 months. Excellent budget discipline!
716,129729,57132,11385,9780,16.4,16799,13060,3739,48602,0.37,0.63,100000,1.1,42868,32831,Goal reach in 1.1 months. Excellent budget discipline!
717,48421,142830,9571,10604,-9.7,1874,1626,248,38549,0.8,0.2,500000,47.8,357170,123556,Goal reach in 47.8 months. High risk: Expense ratio at 70%+. Reduce wants.
718,82214,244339,11228,15330,-26.8,9304,9060,244,49306,0.6,0.4,100000,1.6,0,219686,Goal reach in 1.6 months. Excellent budget discipline!
719,146912,59183,11191,9329,20.0,22368,14068,8300,47553,0.32,0.68,500000,4.9,440817,35406,Goal reach in 4.9 months. Excellent budget discipline!
720,57413,91606,9391,7855,19.5,1189,921,268,33931,0.59,0.41,100000,3.5,8394,74640,Goal reach in 3.5 months. Excellent budget discipline!
721,185330,470357,6379,8677,-26.5,20515,13806,6709,57825,0.31,0.69,500000,3.2,29643,441444,Goal reach in 3.2 months. Excellent budget discipline!
722,45052,321395,14286,19637,-27.2,10004,12554,-2550,57480,1.28,0.0,1000000,-1.0,1000000,292655,Great! Shopping reduced by ₹2550. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
723,48426,139509,4534,2971,52.6,9656,10763,-1107,57127,1.18,0.0,100000,-1.0,100000,110946,Dining increased by 53%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
724,47808,259892,11622,10628,9.3,4017,5066,-1049,27028,0.57,0.43,1000000,45.6,740108,246378,Goal reach in 45.6 months. Excellent budget discipline!
725,102236,359041,12482,13654,-8.6,7797,10617,-2820,40231,0.39,0.61,50000,0.1,0,338926,Great! Shopping reduced by ₹2820. Goal reach in 0.1 months. Excellent budget discipline!
726,104466,125684,12523,9286,34.9,20557,18530,2027,60114,0.58,0.42,500000,10.7,374316,95627,Dining increased by 35%. Goal reach in 10.7 months. Excellent budget discipline!
727,142375,169569,7356,8516,-13.6,14384,16689,-2305,64599,0.45,0.55,1000000,12.4,830431,137270,Great! Shopping reduced by ₹2305. Goal reach in 12.4 months. Excellent budget discipline!
728,165131,173263,11550,7186,60.7,19033,12305,6728,55267,0.33,0.67,1000000,8.8,826737,145630,Dining increased by 61%. Goal reach in 8.8 months. Excellent budget discipline!
729,64978,331270,4211,5848,-28.0,2519,2293,226,37066,0.57,0.43,500000,15.5,168730,312737,Goal reach in 15.5 months. Excellent budget discipline!
730,171754,210026,12128,8108,49.6,1660,1259,401,52316,0.3,0.7,50000,0.1,0,183868,Dining increased by 50%. Goal reach in 0.1 months. Excellent budget discipline!
731,121195,243836,3522,3783,-6.9,15789,20669,-4880,58915,0.49,0.51,100000,0.8,0,214378,Great! Shopping reduced by ₹4880. Goal reach in 0.8 months. Excellent budget discipline!
732,149883,196429,6414,4756,34.9,9412,7180,2232,50240,0.34,0.66,100000,0.6,0,171309,Dining increased by 35%. Goal reach in 0.6 months. Excellent budget discipline!
733,160461,226273,13322,16721,-20.3,21389,20496,893,62062,0.39,0.61,1000000,9.7,773727,195242,Goal reach in 9.7 months. Excellent budget discipline!
734,172153,438017,9907,11689,-15.2,18716,21428,-2712,68938,0.4,0.6,100000,0.1,0,403548,Great! Shopping reduced by ₹2712. Goal reach in 0.1 months. Excellent budget discipline!
735,40097,364520,12289,13139,-6.5,10237,7706,2531,37062,0.92,0.08,500000,140.7,135480,345989,Goal reach in 140.7 months. High risk: Expense ratio at 70%+. Reduce wants.
736,50094,369347,10276,10046,2.3,19471,26046,-6575,52968,1.06,0.0,50000,-1.0,50000,342863,Great! Shopping reduced by ₹6575. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
737,42168,69731,8539,6477,31.8,18183,21619,-3436,68962,1.64,0.0,100000,-1.0,100000,35250,Dining increased by 32%. Great! Shopping reduced by ₹3436. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
738,120673,75407,11634,12643,-8.0,16021,15052,969,64130,0.53,0.47,50000,0.6,0,43342,Goal reach in 0.6 months. Excellent budget discipline!
739,186652,353376,4972,6840,-27.3,23159,29891,-6732,49173,0.26,0.74,1000000,6.8,646624,328790,Great! Shopping reduced by ₹6732. Goal reach in 6.8 months. Excellent budget discipline!
740,51381,127057,7001,6424,9.0,19079,23026,-3947,42560,0.83,0.17,1000000,110.5,872943,105777,Great! Shopping reduced by ₹3947. Goal reach in 110.5 months. High risk: Expense ratio at 70%+. Reduce wants.
741,46718,96735,11315,13392,-15.5,15665,13672,1993,64632,1.38,0.0,500000,-1.0,500000,64419,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
742,127701,254999,12675,8265,53.3,17100,14141,2959,65686,0.51,0.49,500000,7.2,245001,222156,Dining increased by 53%. Goal reach in 7.2 months. Excellent budget discipline!
743,86141,458805,4252,5730,-25.8,12262,15238,-2976,25860,0.3,0.7,500000,6.8,41195,445875,Great! Shopping reduced by ₹2976. Goal reach in 6.8 months. Excellent budget discipline!
744,67623,317239,7946,6435,23.5,7288,4444,2844,57306,0.85,0.15,100000,3.5,0,288586,Goal reach in 3.5 months. High risk: Expense ratio at 70%+. Reduce wants.
745,161380,341021,13318,13681,-2.7,15779,17085,-1306,62096,0.38,0.62,1000000,9.4,658979,309973,Goal reach in 9.4 months. Excellent budget discipline!
746,43001,154934,11237,13207,-14.9,14826,17526,-2700,67177,1.56,0.0,500000,-1.0,500000,121346,Great! Shopping reduced by ₹2700. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
747,90004,339242,12418,12222,1.6,10043,12578,-2535,63566,0.71,0.29,100000,1.2,0,307459,Great! Shopping reduced by ₹2535. Goal reach in 1.2 months. High risk: Expense ratio at 70%+. Reduce wants.
748,138445,183987,4443,2737,62.4,11919,8545,3374,29661,0.21,0.79,50000,0.1,0,169156,Dining increased by 62%. Goal reach in 0.1 months. Excellent budget discipline!
749,100290,210760,7111,6370,11.6,17347,12468,4879,61165,0.61,0.39,1000000,24.5,789240,180178,Goal reach in 24.5 months. Excellent budget discipline!
750,53550,199896,14751,17378,-15.1,12415,15644,-3229,44576,0.83,0.17,100000,6.7,0,177608,Great! Shopping reduced by ₹3229. Goal reach in 6.7 months. High risk: Expense ratio at 70%+. Reduce wants.
751,56026,367237,4362,5376,-18.9,1322,1660,-338,18311,0.33,0.67,1000000,24.6,632763,358082,Goal reach in 24.6 months. Excellent budget discipline!
752,178654,155566,11940,7345,62.6,6762,4272,2490,55412,0.31,0.69,1000000,7.9,844434,127860,Dining increased by 63%. Goal reach in 7.9 months. Excellent budget discipline!
753,35175,310331,8975,10347,-13.3,22452,28003,-5551,70730,2.01,0.0,1000000,-1.0,1000000,274966,Great! Shopping reduced by ₹5551. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
754,127641,289878,4466,4585,-2.6,15096,12484,2612,38545,0.3,0.7,500000,5.0,210122,270606,Goal reach in 5.0 months. Excellent budget discipline!
755,59033,129170,12311,14869,-17.2,17897,18750,-853,58334,0.99,0.01,50000,34.6,0,100003,Goal reach in 34.6 months. High risk: Expense ratio at 70%+. Reduce wants.
756,188285,181273,11173,14085,-20.7,2394,2846,-452,30089,0.16,0.84,1000000,6.1,818727,166228,Goal reach in 6.1 months. Excellent budget discipline!
757,195883,381526,10687,9214,16.0,9170,12226,-3056,51286,0.26,0.74,1000000,6.4,618474,355883,Great! Shopping reduced by ₹3056. Goal reach in 6.4 months. Excellent budget discipline!
758,178704,239276,9474,9112,4.0,11726,7411,4315,44419,0.25,0.75,1000000,7.1,760724,217066,Goal reach in 7.1 months. Excellent budget discipline!
759,122178,80598,5959,7310,-18.5,13988,14558,-570,31427,0.26,0.74,50000,0.4,0,64884,Goal reach in 0.4 months. Excellent budget discipline!
760,192468,179375,14089,13734,2.6,20696,21264,-568,52196,0.27,0.73,500000,3.3,320625,153277,Goal reach in 3.3 months. Excellent budget discipline!
761,47813,447062,2520,3350,-24.8,14984,13099,1885,33786,0.71,0.29,100000,0.8,0,430169,Goal reach in 0.8 months. High risk: Expense ratio at 70%+. Reduce wants.
762,60129,198637,9501,12454,-23.7,6271,7554,-1283,32704,0.54,0.46,500000,16.8,301363,182285,Goal reach in 16.8 months. Excellent budget discipline!
763,35918,217858,4478,5180,-13.6,21649,14650,6999,63922,1.78,0.0,50000,-1.0,50000,185897,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
764,169663,116313,2872,2621,9.6,4221,3709,512,21712,0.13,0.87,100000,0.5,0,105457,Goal reach in 0.5 months. Excellent budget discipline!
765,117615,201513,4599,5187,-11.3,19359,23066,-3707,58809,0.5,0.5,50000,0.2,0,172108,Great! Shopping reduced by ₹3707. Goal reach in 0.2 months. Excellent budget discipline!
766,51050,92062,5523,5957,-7.3,23507,31065,-7558,42841,0.84,0.16,1000000,119.6,907938,70642,Great! Shopping reduced by ₹7558. Goal reach in 119.6 months. High risk: Expense ratio at 70%+. Reduce wants.
767,198836,182376,9514,6271,51.7,3147,3488,-341,39230,0.2,0.8,100000,0.4,0,162761,Dining increased by 52%. Goal reach in 0.4 months. Excellent budget discipline!
768,134143,231882,6683,6873,-2.8,7282,5042,2240,50210,0.37,0.63,100000,0.6,0,206777,Goal reach in 0.6 months. Excellent budget discipline!
769,173479,30692,11055,10465,5.6,19677,12224,7453,68851,0.4,0.6,100000,0.9,0,-3734,Goal reach in 0.9 months. Excellent budget discipline!
770,49031,420170,13229,10060,31.5,14865,14749,116,57916,1.18,0.0,100000,-1.0,100000,391212,Dining increased by 31%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
771,108774,290620,3346,4594,-27.2,2014,1342,672,35782,0.33,0.67,500000,6.1,209380,272729,Goal reach in 6.1 months. Excellent budget discipline!
772,110228,444473,5674,7603,-25.4,6032,5824,208,28682,0.26,0.74,1000000,11.2,555527,430132,Goal reach in 11.2 months. Excellent budget discipline!
773,53585,169770,5466,7551,-27.6,9818,12116,-2298,35846,0.67,0.33,1000000,54.5,830230,151847,Great! Shopping reduced by ₹2298. Goal reach in 54.5 months. Excellent budget discipline!
774,80842,41423,12515,10584,18.2,10988,7879,3109,42243,0.52,0.48,100000,2.4,58577,20302,Goal reach in 2.4 months. Excellent budget discipline!
775,72323,278650,8384,9938,-15.6,15175,20168,-4993,35407,0.49,0.51,50000,0.1,0,260946,Great! Shopping reduced by ₹4993. Goal reach in 0.1 months. Excellent budget discipline!
776,33665,173451,14397,17221,-16.4,10937,11806,-869,42130,1.25,0.0,50000,-1.0,50000,152386,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
777,181180,282728,12353,7985,54.7,9218,10457,-1239,60168,0.33,0.67,1000000,7.8,717272,252644,Dining increased by 55%. Goal reach in 7.8 months. Excellent budget discipline!
778,50564,481827,14577,15928,-8.5,21293,13054,8239,42909,0.85,0.15,50000,0.1,0,460372,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
779,163636,436536,13471,13471,0.0,13050,17422,-4372,64352,0.39,0.61,1000000,9.2,563464,404360,Great! Shopping reduced by ₹4372. Goal reach in 9.2 months. Excellent budget discipline!
780,83704,76182,3109,2933,6.0,13500,8835,4665,31800,0.38,0.62,50000,0.7,0,60282,Goal reach in 0.7 months. Excellent budget discipline!
781,176163,474367,2762,2216,24.6,11314,13806,-2492,31827,0.18,0.82,100000,0.1,0,458454,Great! Shopping reduced by ₹2492. Goal reach in 0.1 months. Excellent budget discipline!
782,129338,442499,5360,4583,16.9,9851,9053,798,26735,0.21,0.79,50000,0.1,0,429132,Goal reach in 0.1 months. Excellent budget discipline!
783,134208,272983,2831,3325,-14.8,12837,11059,1778,47978,0.36,0.64,50000,0.1,0,248994,Goal reach in 0.1 months. Excellent budget discipline!
784,161772,454349,13072,17609,-25.8,11892,14530,-2638,67735,0.42,0.58,500000,4.4,45651,420482,Great! Shopping reduced by ₹2638. Goal reach in 4.4 months. Excellent budget discipline!
785,180298,62246,5222,4542,15.0,13024,17573,-4549,39478,0.22,0.78,50000,0.3,0,42507,Great! Shopping reduced by ₹4549. Goal reach in 0.3 months. Excellent budget discipline!
786,122427,435422,6467,6077,6.4,9289,9642,-353,41242,0.34,0.66,100000,0.2,0,414801,Goal reach in 0.2 months. Excellent budget discipline!
787,191799,30734,3339,4604,-27.5,21511,13739,7772,50458,0.26,0.74,50000,0.3,0,5505,Goal reach in 0.3 months. Excellent budget discipline!
788,40473,356405,7380,6591,12.0,10063,7169,2894,33031,0.82,0.18,1000000,124.8,643595,339890,Goal reach in 124.8 months. High risk: Expense ratio at 70%+. Reduce wants.
789,94973,383714,6699,7440,-10.0,2308,1450,858,39847,0.42,0.58,100000,0.4,0,363790,Goal reach in 0.4 months. Excellent budget discipline!
790,117754,197049,5813,3965,46.6,9596,11551,-1955,40675,0.35,0.65,1000000,12.5,802951,176712,Dining increased by 47%. Goal reach in 12.5 months. Excellent budget discipline!
791,56490,287606,11794,8270,42.6,8215,9206,-991,47001,0.83,0.17,500000,46.6,212394,264106,Dining increased by 43%. Goal reach in 46.6 months. High risk: Expense ratio at 70%+. Reduce wants.
792,182296,172225,5816,8090,-28.1,13471,9085,4386,64321,0.35,0.65,50000,0.1,0,140064,Goal reach in 0.1 months. Excellent budget discipline!
793,87769,331685,13522,16681,-18.9,22500,25817,-3317,68057,0.78,0.22,500000,22.0,168315,297656,Great! Shopping reduced by ₹3317. Goal reach in 22.0 months. High risk: Expense ratio at 70%+. Reduce wants.
794,101613,16719,12077,9205,31.2,3910,3010,900,60662,0.6,0.4,500000,12.1,483281,-13612,Dining increased by 31%. Goal reach in 12.1 months. Excellent budget discipline!
795,157399,478175,3125,2699,15.8,22510,17305,5205,46161,0.29,0.71,50000,0.1,0,455094,Goal reach in 0.1 months. Excellent budget discipline!
796,132876,216710,11565,11071,4.5,13074,8336,4738,65357,0.49,0.51,1000000,14.2,783290,184032,Goal reach in 14.2 months. Excellent budget discipline!
797,177685,412555,12284,16326,-24.8,16860,18355,-1495,42382,0.24,0.76,100000,0.1,0,391364,Goal reach in 0.1 months. Excellent budget discipline!
798,84512,183820,4780,4578,4.4,24088,32832,-8744,56654,0.67,0.33,500000,16.6,316180,155493,Great! Shopping reduced by ₹8744. Goal reach in 16.6 months. Excellent budget discipline!
799,139534,108146,11734,11944,-1.8,19096,23929,-4833,50790,0.36,0.64,1000000,11.0,891854,82751,Great! Shopping reduced by ₹4833. Goal reach in 11.0 months. Excellent budget discipline!
800,166922,263833,5785,7828,-26.1,4909,4517,392,52155,0.31,0.69,500000,3.9,236167,237756,Goal reach in 3.9 months. Excellent budget discipline!
801,67296,360879,7323,7957,-8.0,23929,32705,-8776,51554,0.77,0.23,50000,0.1,0,335102,Great! Shopping reduced by ₹8776. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
802,83055,39642,11886,13393,-11.3,13048,14916,-1868,56783,0.68,0.32,50000,1.6,10358,11250,Goal reach in 1.6 months. Excellent budget discipline!
803,94198,365584,3942,4872,-19.1,3589,3440,149,27780,0.29,0.71,50000,0.1,0,351694,Goal reach in 0.1 months. Excellent budget discipline!
804,50139,433770,9942,10464,-5.0,16631,11215,5416,59913,1.19,0.0,50000,-1.0,50000,403814,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
805,118752,50629,14536,13330,9.0,19974,22475,-2501,60673,0.51,0.49,500000,8.4,449371,20292,Great! Shopping reduced by ₹2501. Goal reach in 8.4 months. Excellent budget discipline!
806,96407,329549,8739,10640,-17.9,4844,3264,1580,26880,0.28,0.72,100000,0.5,0,316109,Goal reach in 0.5 months. Excellent budget discipline!
807,71917,79845,14903,18899,-21.1,6980,8641,-1661,33764,0.47,0.53,100000,2.2,20155,62963,Goal reach in 2.2 months. Excellent budget discipline!
808,168527,355622,10874,6579,65.3,20041,13058,6983,52846,0.31,0.69,50000,0.1,0,329199,Dining increased by 65%. Goal reach in 0.1 months. Excellent budget discipline!
809,92555,482074,9481,11531,-17.8,23844,31024,-7180,79552,0.86,0.14,50000,0.1,0,442298,Great! Shopping reduced by ₹7180. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
810,171040,362011,5905,8116,-27.2,10249,10807,-558,36498,0.21,0.79,500000,3.2,137989,343762,Goal reach in 3.2 months. Excellent budget discipline!
811,172947,31034,6650,5675,17.2,4291,3342,949,35832,0.21,0.79,500000,3.6,468966,13118,Goal reach in 3.6 months. Excellent budget discipline!
812,31002,439274,3555,3482,2.1,5544,7367,-1823,30872,1.0,0.0,100000,93.4,0,423838,Goal reach in 93.4 months. High risk: Expense ratio at 70%+. Reduce wants.
813,122165,461313,6308,8463,-25.5,6340,5842,498,22974,0.19,0.81,1000000,9.2,538687,449826,Goal reach in 9.2 months. Excellent budget discipline!
